Date,Open,High,Low,Close,Adj Close,Volume
2006-05-16,0.577001,0.577001,0.577601,0.577501,0.577501,0
2006-05-17,0.579999,0.577601,0.581101,0.581101,0.581101,0
2006-05-18,0.581101,0.576498,0.581101,0.577501,0.577501,0
2006-05-19,0.576498,0.576498,0.578901,0.578901,0.578901,0
2006-05-22,0.578901,0.575500,0.578901,0.575000,0.575000,0
2006-05-23,0.575500,0.575500,0.576000,0.575000,0.575000,0
2006-05-24,0.576000,0.576000,0.576299,0.576299,0.576299,0
2006-05-25,0.576000,0.576000,0.576299,0.576000,0.576000,0
2006-05-26,0.576299,0.576299,0.580599,0.579498,0.579498,0
2006-05-29,0.579498,0.575500,0.579498,0.575500,0.575500,0
2006-05-30,0.577501,0.577501,0.578399,0.577501,0.577501,0
2006-05-31,0.578399,0.578399,0.579999,0.579999,0.579999,0
2006-06-01,0.579498,0.577201,0.579498,0.575000,0.575000,0
2006-06-02,0.577201,0.569700,0.577201,0.572200,0.572200,0
2006-06-05,0.575000,0.575000,0.575000,0.575000,0.575000,0
2006-06-06,0.572200,0.572200,0.576200,0.575000,0.575000,0
2006-06-07,0.576200,0.570099,0.576200,0.572600,0.572600,0
2006-06-08,0.575000,0.570200,0.575000,0.575000,0.575000,0
2006-06-09,0.570200,0.569499,0.571099,0.571099,0.571099,0
2006-06-12,0.571099,0.571099,0.572502,0.572502,0.572502,0
2006-06-13,0.572001,0.570200,0.572502,0.572502,0.572502,0
2006-06-14,0.570200,0.568101,0.570200,0.567501,0.567501,0
2006-06-15,0.568101,0.568101,0.568401,0.568401,0.568401,0
2006-06-16,0.567501,0.567501,0.570600,0.570600,0.570600,0
2006-06-19,0.570600,0.566999,0.570600,0.566999,0.566999,0
2006-06-20,null,null,null,null,null,null
2006-06-21,0.571984,0.573493,0.571984,0.573493,0.573493,0
2006-06-22,0.573493,0.574614,0.573493,0.574614,0.574614,0
2006-06-23,0.574614,0.574614,0.566990,0.570093,0.570093,0
2006-06-26,0.570093,0.570093,0.568505,0.568505,0.568505,0
2006-06-27,0.568505,0.568796,0.568505,0.568796,0.568796,0
2006-06-28,0.568796,0.568893,0.568796,0.568893,0.568893,0
2006-06-29,0.568893,0.568893,0.564493,0.566187,0.566187,0
2006-06-30,0.566187,0.571984,0.566187,0.571984,0.571984,0
2006-07-03,0.571984,0.574284,0.571984,0.574284,0.574284,0
2006-07-04,0.574284,0.574284,0.571984,0.571984,0.571984,0
2006-07-05,0.571984,0.574614,0.571984,0.574614,0.574614,0
2006-07-06,0.574614,0.574614,0.572410,0.572410,0.572410,0
2006-07-07,0.572410,0.574515,0.571984,0.571984,0.571984,0
2006-07-10,0.571984,0.577201,0.571984,0.577201,0.577201,0
2006-07-11,0.577201,0.577201,0.574515,0.574515,0.574515,0
2006-07-12,0.574515,0.578503,0.574515,0.578503,0.578503,0
2006-07-13,0.578503,0.578503,0.577001,0.577001,0.577001,0
2006-07-14,0.577001,0.578102,0.573493,0.578102,0.578102,0
2006-07-17,0.575506,0.577501,0.575506,0.577501,0.577501,0
2006-07-18,0.577501,0.577501,0.574515,0.575109,0.575109,0
2006-07-19,0.575109,0.575109,0.574515,0.574515,0.574515,0
2006-07-20,0.574515,0.575606,0.574515,0.575606,0.575606,0
2006-07-21,0.575606,0.577401,0.575606,0.577401,0.577401,0
2006-07-24,0.577401,0.578804,0.577401,0.578804,0.578804,0
2006-07-25,0.578804,0.579509,0.578402,0.579509,0.579509,0
2006-07-26,0.579509,0.579509,0.577001,0.577301,0.577301,0
2006-07-27,0.577301,0.581294,0.577301,0.581294,0.581294,0
2006-07-28,0.581294,0.581294,0.577001,0.580686,0.580686,0
2006-07-31,0.580686,0.582513,0.580686,0.582513,0.582513,0
2006-08-01,0.582513,0.582513,0.582309,0.582309,0.582309,0
2006-08-02,0.582309,0.582615,0.579509,0.582615,0.582615,0
2006-08-03,0.582615,0.582615,0.579509,0.582309,0.582309,0
2006-08-04,0.582309,0.588408,0.579509,0.580889,0.580889,0
2006-08-07,0.580889,0.584317,0.580889,0.584317,0.584317,0
2006-08-08,0.584317,0.584317,0.582717,0.582717,0.582717,0
2006-08-09,0.582717,0.582717,0.582004,0.582004,0.582004,0
2006-08-10,0.582004,0.584488,0.582004,0.584488,0.584488,0
2006-08-11,0.584488,0.584898,0.584488,0.584898,0.584898,0
2006-08-14,0.584898,0.584898,0.583805,0.583805,0.583805,0
2006-08-15,0.583805,0.583805,0.579509,0.581091,0.581091,0
2006-08-16,0.581091,0.584488,0.581091,0.584488,0.584488,0
2006-08-17,0.584488,0.584488,0.584488,0.584488,0.584488,0
2006-08-18,0.584488,0.584488,0.584488,0.584488,0.584488,0
2006-08-21,0.584488,0.584488,0.584488,0.585001,0.585001,0
2006-08-22,0.585001,0.585995,0.585001,0.585995,0.585995,0
2006-08-23,0.585995,0.585995,0.582785,0.584112,0.584112,0
2006-08-24,0.584112,0.584112,0.583499,0.584693,0.584693,0
2006-08-25,0.584693,0.584693,0.584693,0.582004,0.582004,0
